grapheme	phoneme
ลัทธิคุ้มครอง	l a t̚ ˦˥ . tʰ i ˦˥ . kʰ u m ˦˥ . kʰ r ɔː ŋ ˧
แฃวน	kʰ w ɛː n ˩˩˦
ปวง	p uː ə ŋ
กะลาโหม	k a ˨˩ . l aː ˧ . h oː m ˩˩˦
สัตว์เลี้ยงลูกด้วยนม	s a t̚ ˨˩ . l ia̯ ŋ ˦˥ . l uː k̚ ˥˩ . d ua̯j ˥˩ . n o m ˧
จำนวนจริง	t͡ɕ a m ˧ . n ua̯ n ˧ . t͡ɕ i ŋ ˧
การอุ้มบุญ	k aː n ˧ . ʔ u m ˥˩ . b u n ˧
อร	ʔ ɔː n ˧
แฮมสเตอร์	h ɛ m ˧ . s a ˨˩ . t ɤː ˨˩
จำเริญ	t͡ɕ a m ˧ . r ɤː n ˧
เกลือแร่	k lɯ a̯ ˧ . r ɛː ˥˩
พิจิตร	pʰ i ˦˥ . t͡ɕ i t̚ ˨˩
ลพบูรี	l o p̚ ˦˥ . b uː ˧ . r iː ˧
พฤกษา	pʰ rɯ k̚ ˦˥ . s aː ˩˩˦
ลิบ	l i p̚ ˦˥
ลิง	l i ŋ ˧
หลอกลวง	l ɔː k̚ ˨˩ . l ua̯ ŋ ˧
อย่าง	j aː ŋ ˨˩
เหลือใจ	lɯ a̯ ˩˩˦ . t͡ɕ aj ˧
วุ้นแปลภาษา	w u n ˦˥ . p l ɛː ˧ . pʰ aː ˧ . s aː ˩˩˦
แคปไซซิน	kʰ ɛ p̚ ˦˥ . s aj ˧ . s i n ˧
ช้ำ	t͡ɕʰ a m ˦˥
คน	kʰ o n ˧
หอกซัด	h ɔː k̚ ˨˩ . s a t̚ ˦˥
สินบน	s i n ˩˩˦ . b o n ˧
แม่ค้า	m ɛː ˥˩ . kʰ aː ˦˥
ธัมมทัสสี	tʰ a m ˧ . m a ˦˥ . tʰ a t̚ ˦˥ . s iː ˩˩˦
พฤษภ	pʰ rɯ t̚ ˦˥ . s o p̚ ˨˩
จงรัก	t͡ɕ o ŋ ˧ . r a k̚ ˦˥
ศักย์	s a k̚ ˨˩
บัตร	b a t̚ ˨˩
ยานอนหลับ	j aː ˧ . n ɔː n ˧ . l a p̚ ˨˩
กิริยา	k i ˨˩ . r i ˦˥ . j aː ˧
กิโลฯ	k i ˨˩ . l oː ˧
ออโรรา	ʔ ɔː ˧ . r oː ˧ . r aː ˥˩
รอบ	r ɔː p̚ ˥˩
สรรพ	s a n ˩˩˦ . pʰ a ˦˥ .
ความแป้ก	kʰ w aː m ˧ . p ɛ k̚ ˥˩
การปั้น	k aː n ˧ . p a n ˥˩
ความมี	kʰ w aː m ˧ . m iː ˧
ที่ไหน	tʰ iː ˥˩ . n aj ˩˩˦
ชายคา	t͡ɕʰ aːj ˧ . kʰ aː ˧
ปลอก	p l ɔː k̚ ˨˩
หม่อมราชวงศ์	m ɔ m ˨˩ . r aː t̚ ˥˩ . t͡ɕʰ a ˦˥ . w o ŋ ˧
เปิดเผย	p ɤː t̚ ˨˩ . pʰ ɤːj ˩˩˦
ตระพัง	t r a ˨˩ . pʰ a ŋ ˧
หย่อนก้น	j ɔ n ˨˩ . k o n ˥˩
อธิกมาส	ʔ a ˨˩ . tʰ i k̚ ˦˥ . k a ˨˩ . m aː t̚ ˥˩
พรีเซ็นเตอร์	pʰ r iː ˧ . s e n ˧ . t ɤː ˥˩
เขา	kʰ aw ˦˥
จักจั่นทะเล	t͡ɕ a k̚ ˨˩ . k a ˨˩ . t͡ɕ a n ˨˩ . tʰ a ˦˥ . l eː ˧
นวด	n ua̯ t̚ ˥˩
เมนู	m eː ˧ . n uː ˧
ยุ่ย	j uj ˥˩
เจริญตาเจริญใจ	t͡ɕ a ˨˩ . r ɤː n ˧ . t aː ˧ . t͡ɕ a ˨˩ . r ɤː n ˧ . t͡ɕ aj ˧
อู่	ʔ uː ˨˩
ศีล	s iː n ˩˩˦ . l a ˦˥ .
ร่าน	r aː n ˥˩
รูทีเนียม	r uː ˧ . tʰ iː ˧ . n ia̯ m ˥˩
ยึดครอง	j ɯ t̚ ˦˥ . kʰ r ɔː ŋ ˧
นิวยอร์ก	n iw ˧ . j ɔː k̚ ˦˥
คะแนน	kʰ a ˦˥ . n ɛː n ˧
อินเดีย	ʔ i n ˧ . d ia̯ ˧
น้ำวน	n a m ˦˥ . w o n ˧
การซุ่ม	k aː n ˧ . s u m ˥˩
เส้นทาง	s e n ˥˩ . tʰ aː ŋ ˧
นิ้	n i ʔ ˦˥
ขี้เหล้า	kʰ iː ˥˩ . l aw ˥˩
เบริลเลียม	b eː ˧ . r i l ˧ . l ia̯ m ˥˩
การทำมาหากิน	k aː n ˧ . tʰ a m ˧ . m aː ˧ . h aː ˩˩˦ . k i n ˧
โง่เง่า	ŋ oː ˥˩ . ŋ aw ˥˩
เฟือย	f ɯa̯ j ˧
แคว้น	kʰ w ɛː n ˦˥
แทลลาแฮสซี	tʰ ɛ n ˧ . l aː ˧ . h ɛ t̚ ˦˥ . s iː ˥˩
ตั้งแต่	t a ŋ ˥˩ . t ɛː ˨˩
ลำไส้เล็ก	l a m ˧ . s aj ˥˩ . l e k̚ ˦˥
แซลมอน	s ɛː l ˧ . m ɔ n ˥˩
พาล	pʰ aː n ˧
ความแอ๊บแบ๊ว	kʰ w aː m ˧ . ʔ ɛ p̚ ˦˥ . b ɛw ˦˥
โอบามา	ʔ oː ˧ . b aː ˧ . m aː ˥˩
กู	k uː ˧
น้ำจืด	n aː m ˦˥ . t͡ɕ ɯː t̚ ˨˩
โรมาจิ	r oː ˧ . m aː ˧ . t͡ɕ i ʔ ˨˩
แพลงก์ตอน	pʰ l ɛ ŋ ˧ . t ɔ n ˧
คำสาบาน	kʰ a m ˧ . s aː ˩˩˦ . b aː n ˧
แคนเบอร์รา	kʰ ɛː n ˧ . b ɤː ˧ . r aː ˥˩
ฐ	tʰ ɔː ˩˩˦
โค้ก	kʰ oː k̚ ˦˥
สมาชิก	s a ˨˩ . m aː ˧ . t͡ɕʰ i k̚ ˦˥ . k a ˨˩ .
ติง	t i ŋ
บิบิมบับ	b i ˨˩ . b i m ˧ . b a p̚ ˨˩
ใจเร็ว	t͡ɕ aj ˧ . r ew ˧
เอก	ʔ eː k̚ ˨˩ . k a ˨˩ .
พืด	pʰ ɯː t̚ ˥˩
หน้าต่าง	n aː ˥˩ . t aː ŋ ˨˩
คุณชื่ออะไรคะ	kʰ u n ˧ . t͡ɕʰ ɯː ˥˩ . ʔ a ˨˩ . r aj ˧ . kʰ aʔ ˦˥
ภ	pʰ ɔː ˧
ตะแบง	t a ˨˩ . b ɛː ŋ ˧
อารทรา	ʔ aː ˧ . r a ˦˥ . tʰ r aː ˧
ดุก	d u k̚ ˨˩
นิติเวชศาสตร์	n i ˦˥ . t i ˨˩ . w eː t̚ ˥˩ . t͡ɕʰ a ˦˥ . s aː t̚ ˨˩
ความมุ่งร้าย	kʰ w aː m ˧ . m u ŋ ˥˩ . r aːj ˦˥
การยึดครอง	k aː n ˧ . j ɯ t̚ ˦˥ . kʰ r ɔː ŋ ˧
แพ	pʰ ɛː ˧
อัลตราซาวนด์	ʔ a l ˧ . t r aː ˥˩ . s aːw ˧
ชู	t͡ɕʰ uː ˧
อุปสงค์	ʔ u ˨˩ . p a ˨˩ . s o ŋ ˩˩˦
รถเจ๊ก	r o t̚ ˦˥ . t͡ɕ e k̚ ˦˥
เฮกตาร์	h e k̚ ˦˥ . t aː ˥˩
เมโทร	m eː ˧ . tʰ r oː ˧
ล่ำ	l a m ˥˩
แหงน	ŋ ɛ n ˩˩˦
แขกดำ	kʰ ɛː k̚ ˨˩ . d a m ˧
ดิงโก	d i ŋ ˧ . k oː ˥˩
น้ำแตก	n aː m ˦˥ . t ɛː k̚ ˨˩
ปราสาท	p r aː ˧ . s aː t̚ ˨˩
ดิรัจฉาน	d i ˨˩ . r a t̚ ˦˥ . t͡ɕʰ aː n ˩˩˦
ตัวแปร	t ua̯ ˧ . p r ɛː ˧
โรงเรียนอนุบาล	r oː ŋ ˧ . r ia̯ n ˧ . ʔ a ˨˩ . n u ˦˥ . b aː n ˧
โบ้	b oː ˥˩
พส.	pʰ ɔː ˧ . s ɔː ˩˩˦
เป็ด	p e t̚ ˨˩
อธิปัตย์	ʔ a ˨˩ . tʰ i ˦˥ . p a t̚ ˨˩
ดอมินีกา	d ɔː ˧ . m i ˦˥ . n iː ˧ . k aː ˥˩
อุปกรณ์	ʔ u ˨˩ . p a ˨˩ . k ɔː n ˧
ความจน	kʰ w aː m ˧ . t͡ɕ o n ˧
การฉลอง	k aː n ˧ . t͡ɕʰ a ˨˩ . l ɔː ŋ ˩˩˦
ทัพ	tʰ a p̚ ˦˥
ประเทศจำลอง	p r a ˨˩ . tʰ eː t̚ ˥˩ . t͡ɕ a m ˧ . l ɔː ŋ ˧
ใต้ถุน	t aːj ˥˩ . tʰ u n ˩˩˦
ภาคยานุวัติ	pʰ aː k̚ ˥˩ . kʰ a ˦˥ . j aː ˧ . n u ˦˥ . w a t̚ ˦˥
การขัน	k aː n ˧ . kʰ a n ˩˩˦
ตาปี	t a p i
พม่า	pʰ a ˦˥ . m aː ˥˩
กุดัง	k u ˨˩ . d a ŋ ˧
ขานขันหมาก	kʰ aː n ˩˩˦ . kʰ a n ˩˩˦ . m aː k̚ ˨˩
ม.	m ɔː ˧
ประจุ	p r a ˨˩ . t͡ɕ u ʔ ˨˩
ศัพท์บัญญัติ	s a p̚ ˨˩ . b a n ˧ . j a t̚ ˨˩
ไชเท้า	t͡ɕʰ aj ˧ . tʰ aːw ˦˥
เฉด	t͡ɕʰ eː t̚ ˨˩
เวรัมภวาต	w eː ˧ . r a m ˧ . pʰ a ˦˥ . w aː t̚ ˥˩
ห่วง	h ua̯ ŋ ˨˩
ปล่อง	p l ɔ ŋ ˨˩
สูด	s uː t̚ ˨˩
ไม้เรียว	m aj ˦˥ . r ia̯w ˧
นักปักษีวิทยา	n a k̚ ˦˥ . p a k̚ ˨˩ . s iː ˩˩˦ . w i t̚ ˦˥ . tʰ a ˦˥ . j aː ˧
เธอ	tʰ ɤː ˧
เทศ	tʰ eː t̚ ˥˩ . s a ˨˩ .
หินหนืด	h i n ˩˩˦ . n ɯː t̚ ˨˩
กำพืด	k a m ˧ . pʰ ɯː t̚ ˥˩
ฮอนดูรัส	h ɔ n ˧ . d uː ˧ . r a t̚ ˦˥
ค่อย	kʰ ɔj ˥˩
สารสนเทศ	s aː n ˩˩˦ . s o n ˩˩˦ . tʰ eː t̚ ˥˩
เชื้อรา	t͡ɕʰ ɯa̯ ˦˥ . r aː ˧
ความเค็ม	kʰ w aː m ˧ . kʰ e m ˧
เสี้ยว	s ia̯w ˥˩
บรเทศ	b ɔː ˧ . r a ˦˥ . tʰ eː t̚ ˥˩
บัลลังก์	b a n ˧ . l a ŋ ˧
องุ่น	ʔ a ˨˩ . ŋ u n ˨˩
การค้า	k aː n ˧ . kʰ aː ˦˥
ไกล	k l aj ˧
เก้า	k aːw ˥˩
คล้องจอง	kʰ l ɔː ŋ ˦˥ . t͡ɕ ɔː ŋ ˧
หลีก	l iː k̚ ˨˩
ปลายทาง	p l aːj ˧ . tʰ aː ŋ ˧
ลูกปัด	l uː k̚ ˥˩ . p a t̚ ˨˩
สองมาตรฐาน	s ɔː ŋ ˩˩˦ . m aː t̚ ˥˩ . t r a ˨˩ . tʰ aː n ˩˩˦
กรกฎาคม	k a ˨˩ . r a ˦˥ . k a ˨˩ . d aː ˧ . kʰ o m ˧
ไลแล็ค	l aj ˧ . l ɛ k̚ ˦˥
เยเรวาน	j eː ˧ . r eː ˧ . w aː n ˧
ไทญ้อ	tʰ aj ˧ . j ɔː ˦˥
หม่อมเจ้า	m ɔ m ˨˩ . t͡ɕ aːw ˥˩
มิว	m iw ˧
การหมดไฟ	k aː n ˧ . m o t̚ ˨˩ . f aj ˧
แก้ว	k ɛːw ˥˩
สั้น	s a n ˥˩
การรับประทาน	k aː n ˧ . r a p̚ ˦˥ . p r a ˨˩ . tʰ aː n ˧
หู	h uː ˩˩˦
เข้ามา	kʰ aw ˥˩ . m aː ˧
ฉัน	t͡ɕʰ a n ˩˩˦
เวรมณี	w eː ˧ . r a ˦˥ . m a ˦˥ . n iː ˧
เสาะ	s ɔʔ ˨˩
แพรประดับ	pʰ r ɛː ˧ . p r a ˨˩ . d a p̚ ˨˩
สามสิบแปด	s aː m ˩˩˦ . s i p̚ ˨˩ . p ɛː t̚ ˨˩
ข้าวผัดกระเพรา	kʰ aːw ˥˩ . pʰ a t̚ ˨˩ . k r a ˨˩ . pʰ r aw ˧
กระชาย	k r a ˨˩ . t͡ɕʰ aːj ˧
เด็กผู้ชาย	d e k̚ ˨˩ . pʰ uː ˥˩ . t͡ɕʰ aːj ˧
หลังไมค์	l a ŋ ˩˩˦ . m aj ˧
การถวายพระพร	k aː n ˧ . tʰ a ˨˩ . w aːj ˩˩˦ . pʰ r a ˦˥ . pʰ ɔː n ˧
ประกายไฟ	p r a ˨˩ . k aːj ˧ . f aj ˧
เตลิด	t a ˨˩ . l ɤː t̚ ˨˩
พ่อขุน	pʰ ɔː ˥˩ . kʰ u n ˩˩˦
รำไทย	r a m ˧ . tʰ aj ˧
มะแม	m a ˦˥ . m ɛː ˧
ขนมเปียกปูน	kʰ a ˨˩ . n o m ˩˩˦ . p ia̯ k̚ ˨˩ . p uː n ˧
ตกเขียว	t o k̚ ˨˩ . kʰ ia̯w ˩˩˦
โท่รห	tʰ r oː ˥˩
วุ่น	w u n ˥˩
ว่าน	w aː n ˥˩
ต.อ.	t ɔː ˧ . ʔ ɔː ˧
เครื่อง‍แต่ง‍กาย	kʰ rɯ a̯ ŋ ˥˩ . t ɛ ŋ ˨˩ . k aːj ˧
อาน	ʔ aː ˧ . n a ˦˥ .
ว่างงาน	w aː ŋ ˥˩ . ŋ aː n ˧
อาเพศ	ʔ aː ˧ . pʰ eː t̚ ˥˩
ลูกบอล	l uː k̚ ˥˩ . b ɔ l ˧
มหิตลาธิเบศร	m a ˦˥ . h i ˨˩ . t a ˨˩ . l aː ˧ . tʰ i ˦˥ . b eː t̚ ˨˩
อดทน	ʔ o t̚ ˨˩ . tʰ o n ˧
พิซซา	pʰ i t̚ ˦˥ . s aː ˥˩
กำยาน	k a m ˧ . j aː n ˧
การอวสาน	k aː n ˧ . ʔ a ˨˩ . w a ˦˥ . s aː n ˩˩˦
โอลิมปิก	ʔ oː ˧ . l i m ˧ . p i k̚ ˨˩
ปรสิต	p ɔː ˧ . r a ˦˥ . s i t̚ ˨˩
กรรม	k a m ˧
กาหลง	k aː ˧ . l o ŋ ˩˩˦
เอารส	ʔ aw ˧ . r o t̚ ˦˥
ง่วง	ŋ ua̯ ŋ ˥˩
คบเพลิง	kʰ o p̚ ˦˥ . pʰ l ɤː ŋ ˧
ลิ่ม	l i m ˥˩
สนามบิน	s a ˨˩ . n aː m ˩˩˦ . b i n ˧
คลื่นไส้	kʰ lɯː n ˥˩ . s aj ˥˩
ตะวันออกไกล	t a ˨˩ . w a n ˧ . ʔ ɔː k̚ ˨˩ . k l aj ˧
แซ็ว	s ɛw ˧
ยอมรับ	j ɔː m ˧ . r a p̚ ˦˥
เหินห่าง	h ɤː n ˩˩˦ . h aː ŋ ˨˩
รับประกัน	r a p̚ ˦˥ . p r a ˨˩ . k a n ˧
ระมาด	r a ˦˥ . m aː t̚ ˥˩
อเมริกัน	ʔ a ˨˩ . m eː ˧ . r i ˦˥ . k a n ˧
ฟักข้าว	f a k̚ ˦˥ . kʰ aːw ˥˩
สะดวก	s a ˨˩ . d ua̯ k̚ ˨˩
สั่ง	s a ŋ ˨˩
เมนเดลีเวียม	m e n ˧ . d eː ˧ . l iː ˧ . w ia̯ m ˥˩
พุทธพาณิชย์	pʰ u t̚ ˦˥ . tʰ a ˦˥ . pʰ aː ˧ . n i t̚ ˦˥
มอน	m ɔː n ˧
กำขี้ดีกว่ากำตด	k a m ˧ . kʰ iː ˥˩ . d iː ˧ . k w aː ˨˩ . k a m ˧ . t o t̚ ˨˩
รายงาน	r aːj ˧ . ŋ aː n ˧
ตรรกะ	t a k̚ ˨˩ . k aʔ ˨˩
เศษ	s eː t̚ ˨˩
งูพิษ	ŋ uː ˧ . pʰ i t̚ ˦˥
กก	k o k
ตะวันออกเฉียงใต้	t a ˨˩ . w a n ˧ . ʔ ɔː k̚ ˨˩ . t͡ɕʰ ia̯ ŋ ˩˩˦ . t aːj ˥˩
เชียง	t͡ɕʰ ia̯ ŋ ˧
มีผลใช้บังคับ	m iː ˧ . pʰ o n ˩˩˦ . t͡ɕʰ aj ˦˥ . b a ŋ ˧ . kʰ a p̚ ˦˥
ออร์เดอร์	ʔ ɔː ˧ . d ɤː ˥˩
ไซเรน	s aj ˧ . r eː n ˧
เนื้อเยื่อเกี่ยวพัน	n ɯa̯ ˦˥ . j ɯa̯ ˥˩ . k ia̯w ˨˩ . pʰ a n ˧
ผู้ให้	pʰ uː ˥˩ . h aj ˥˩
ตอบ	t ɔː p̚ ˨˩
เดท	d eː t̚ ˨˩
งอน	ŋ ɔː n ˧
มริยาท	m a ˦˥ . r i ˦˥ . j aː t̚ ˥˩
ดับเบิลเบส	d a p̚ ˨˩ . b ɤ l ˥˩ . b eː s ˨˩
ภูเขา	pʰ uː ˧ . kʰ aw ˩˩˦
ออม	ʔ ɔː m ˧
สหัสนัยน์	s a ˨˩ . h a t̚ ˨˩ . s a ˨˩ . n aj ˧
โดดเด่น	d oː t̚ ˨˩ . d eː n ˨˩
จอม	t͡ɕ ɔː m ˧
หน้า	n aː ˥˩
โรงน้ำชา	r oː ŋ ˧ . n aː m ˦˥ . t͡ɕʰ aː ˧
สายรุ้ง	s aːj ˩˩˦ . r u ŋ ˦˥
สถานภาพ	s a ˨˩ . tʰ aː ˩˩˦ . n a ˦˥ . pʰ aː p̚ ˥˩
แกว่ง	k w ɛ ŋ ˨˩
การดำเนิน	k aː n ˧ . d a m ˧ . n ɤː n ˧
ตุ๋น	t u n ˩˩˦
วลัย	w a ˦˥ . l aj ˧
ชื่นชม	t͡ɕʰ ɯː n ˥˩ . t͡ɕʰ o m ˧
เหว	h eːw ˩˩˦
กอริลลา	k ɔː ˧ . r i l ˧ . l aː ˥˩
หนูตกถังข้าวสาร	n uː ˩˩˦ . t o k̚ ˨˩ . tʰ a ŋ ˩˩˦ . kʰ aːw ˥˩ . s aː n ˩˩˦
โทพีกา	tʰ oː ˧ . pʰ iː ˧ . k aː ˥˩
ทางม้าลาย	tʰ aː ŋ ˧ . m aː ˦˥ . l aːj ˧
บุคคลธรรมดา	b u k̚ ˨˩ . kʰ o n ˧ . tʰ a m ˧ . m a ˦˥ . d aː ˧
ลิงค์	l i ŋ ˧
มองโกเลีย	m ɔ ŋ ˧ . k oː ˧ . l ia̯ ˧
สดับตรับฟัง	s a ˨˩ . d a p̚ ˨˩ . t r a p̚ ˨˩ . f a ŋ ˧
ตัวตน	t ua̯ ˧ . t o n ˧
การห้าม	k aː n ˧ . h aː m ˥˩
เค้น	kʰ e n ˦˥
ท่าทาง	tʰ aː ˥˩ . tʰ aː ŋ ˧
ทำซ้ำ	tʰ a m ˧ . s aː m ˦˥
มะม่วงหิมพานต์	m a ˦˥ . m ua̯ ŋ ˥˩ . h i m ˩˩˦ . m a ˦˥ . pʰ aː n ˧
กิโล	k i ˨˩ . l oː ˧
กริยา	k a ˨˩ . r i ˦˥ . j aː ˧
ท่อลอด	tʰ ɔː ˥˩ . l ɔː t̚ ˥˩
ผีอำ	pʰ iː ˩˩˦ . ʔ a m ˧
ดำเนินการ	d a m ˧ . n ɤː n ˧ . k aː n ˧
แพทย์	pʰ ɛː t̚ ˥˩
พอง	pʰ ɔː ŋ ˧
ทบวง	tʰ a ˦˥ . b ua̯ ŋ ˧
นิพพาน	n i p̚ ˦˥ . pʰ aː n ˧
สถบดี	s a ˨˩ . tʰ a ˨˩ . b ɔː ˧ . d iː ˧
ทุก	tʰ u k̚ ˦˥
คีต	kʰ iː ˧ . t a ˨˩ .
พรรค	pʰ a k̚ ˦˥
คอสเพลย์	kʰ ɔː s ˦˥ . pʰ l eː ˧
เด่น	d e n ˨˩
ลักษณนาม	l a k̚ ˦˥ . s a ˨˩ . n a ˨˩ . n aː m ˧
สุวาน	s u ˨˩ . w aː n ˧
มนตร์	m o n ˧
ไม้ยันรักแร้	m aːj ˦˥ . j a n ˧ . r a k̚ ˦˥ . r ɛː ˦˥
ลูกกบ	l uː k̚ ˥˩ . k o p̚ ˨˩
สวรรคาลัย	s a ˨˩ . w a n ˩˩˦ . kʰ aː ˧ . l aj ˧
ตรา	t r aː ˧
ศรีลังกา	s iː ˩˩˦ . l a ŋ ˧ . k aː ˧
อัศวินี	ʔ a t̚ ˨˩ . s a ˨˩ . w i ˦˥ . n iː ˧
สูบ	s uː p̚ ˨˩
ส่วน	s ua̯ n ˨˩
แก้วตาโบ๋	k ɛːw ˥˩ . t aː ˧ . b oː ˩˩˦
พริกดอง	pʰ r i k̚ ˦˥ . d ɔː ŋ ˧
ปล้นทรัพย์	p l o n ˥˩ . s a p̚ ˦˥
กิโลไบต์	k i ˨˩ . l oː ˧ . b aj ˦˥
กกุท	k a ˨˩ . k u t̚ ˨˩
มติมหาชน	m a ˦˥ . t i ˨˩ . m a ˦˥ . h aː ˩˩˦ . t͡ɕʰ o n ˧
แว่ว	w ɛw ˥˩
วนิพก	w a ˦˥ . n i p̚ ˦˥ . pʰ o k̚ ˦˥
วัวตายควายล้ม	w ua̯ ˧ . t aːj ˧ . kʰ w aːj ˧ . l o m ˦˥
เวช	w eː t̚ ˥˩ . t͡ɕʰ a ˦˥ .
ล่าช้า	l aː ˥˩ . t͡ɕʰ aː ˦˥
ยาบ้า	j aː ˧ . b aː ˥˩
พู่	pʰ uː ˥˩
นักการตลาด	n a k̚ ˦˥ . k aː n ˧ . t a ˨˩ . l aː t̚ ˨˩
วาล์ว	w aːw ˧
แล	l ɛː ˧
สุดยอด	s u t̚ ˨˩ . j ɔː t̚ ˥˩
ความหลากหลายทางชีวภาพ	kʰ w aː m ˧ . l aː k̚ ˨˩ . l aːj ˩˩˦ . tʰ aː ŋ ˧ . t͡ɕʰ iː ˧ . w a ˦˥ . pʰ aː p̚ ˥˩
พรหมจารี	pʰ r o m ˧ . m a ˦˥ . t͡ɕ aː ˧ . r iː ˧
ห่าง	h aː ŋ ˨˩
ผมปลอม	pʰ o m ˩˩˦ . p l ɔː m ˧
ลูกดก	l uː k̚ ˥˩ . d o k̚ ˨˩
ภูมิอากาศ	pʰ uː m ˧ . m i ˦˥ . ʔ aː ˧ . k aː t̚ ˨˩
ประทาน	p r a ˨˩ . tʰ aː n ˧ . n a ˦˥ .
อวสาน	ʔ a ˨˩ . w a ˦˥ . s aː n ˩˩˦
หุ่นกระบอก	h u n ˨˩ . k r a ˨˩ . b ɔː k̚ ˨˩
ลาง	l aː ŋ ˧
ถอนใจ	tʰ ɔː n ˩˩˦ . t͡ɕ aj ˧
โมฆีย	m oː ˧ . kʰ iː ˧ . j a ˦˥ .
ลูกจ้าง	l uː k̚ ˥˩ . t͡ɕ aː ŋ ˥˩
กันดาร	k a n ˧ . d aː n ˧
ยั่วเย้า	j ua̯ ˥˩ . j aw ˦˥
หวานเย็น	w aː n ˩˩˦ . j e n ˧
การได้	k aː n ˧ . d aːj ˥˩
การใส่ไฟ	k aː n ˧ . s aj ˨˩ . f aj ˧
ปรับตัว	p r a p̚ ˨˩ . t ua̯ ˧
โกณฑัญญ	k oː n ˧ . tʰ a n ˧ . j aʔ ˦˥
เจ็ดเหลี่ยม	t͡ɕ e t̚ ˨˩ . l ia̯ m ˨˩
ทศ	tʰ o t̚ ˦˥
ฟาก	f aː k̚ ˥˩
กกุธภัณฑ์	k a ˨˩ . k u t̚ ˨˩ . tʰ a ˦˥ . pʰ a n ˧
ความรอด	kʰ w aː m ˧ . r ɔː t̚ ˥˩
ขมับ	kʰ a ˨˩ . m a p̚ ˨˩
แสร้งว่า	s ɛː ŋ ˥˩ . w aː ˥˩
บันเลง	b a n ˧ . l eː ŋ ˧
นามธรรม	n aː m ˧ . m a ˦˥ . tʰ a m ˧
แก้เผ็ด	k ɛː ˥˩ . pʰ e t̚ ˨˩
ประเคน	p r a ˨˩ . kʰ eː n ˧
ตั๊กแตน	t a k̚ ˦˥ . k a ˨˩ . t ɛː n ˧
จิ๋ม	t͡ɕ i m ˩˩˦
ครูใหญ่	kʰ r uː ˧ . j aj ˨˩
โล่งอก	l oː ŋ ˥˩ . ʔ o k̚ ˨˩
ปีบ	p iː p̚ ˨˩
สันติภาพ	s a n ˩˩˦ . t i ˨˩ . pʰ aː p̚ ˥˩
สำนักงานท่องเที่ยว	s a m ˩˩˦ . n a k̚ ˦˥ . ŋ aː n ˧ . tʰ ɔ ŋ ˥˩ . tʰ ia̯w ˥˩
ราตรีสวัสดิ์	r aː ˧ . t r iː ˧ . s a ˨˩ . w a t̚ ˨˩
โฮลเมียม	h oː l ˧ . m ia̯ m ˥˩
เที่ยงธรรม	tʰ ia̯ ŋ ˥˩ . tʰ a m ˧
เลือนลาง	lɯ a̯ n ˧ . l aː ŋ ˧
เฟอร์เมียม	f ɤː ˧ . m ia̯ m ˥˩
ถุงน่อง	tʰ u ŋ ˩˩˦ . n ɔ ŋ ˥˩
การจมปลัก	k aː n ˧ . t͡ɕ o m ˧ . p l a k̚ ˨˩
สะเก็ดเงิน	s a ˨˩ . k e t̚ ˨˩ . ŋ ɤ n ˧
วันตรุษไทย	w a n ˧ . t r u t̚ ˨˩ . tʰ aj ˧
ตัวการ	t ua̯ ˧ . k aː n ˧
ภรตวรรษ	pʰ a ˦˥ . r o t̚ ˦˥ . t a ˨˩ . w a t̚ ˦˥
เส้นประ	s e n ˥˩ . p r aʔ ˨˩
การกระทำ	k aː n ˧ . k r a ˨˩ . tʰ a m ˧
เอกมัย	ʔ eː k̚ ˨˩ . k a ˨˩ . m aj ˧
ทรงกระบอก	s o ŋ ˧ . k r a ˨˩ . b ɔː k̚ ˨˩
ราม	r aː m ˧
ลมแรง	l o m ˧ . r ɛː ŋ ˧
สิบเอก	s i p̚ ˨˩ . ʔ eː k̚ ˨˩
ราคา	r aː ˧ . kʰ aː ˧
อัลตราไวโอเลต	ʔ a n ˧ . t r aː ˥˩ . w aj ˧ . ʔ oː ˧ . l e t̚ ˨˩
ฟักเหลือง	f a k̚ ˦˥ . lɯ a̯ ŋ ˩˩˦
ครูบาอาจารย์	kʰ r uː ˧ . b aː ˧ . ʔ aː ˧ . t͡ɕ aː n ˧
พิริยะ	pʰ i ˦˥ . r i ˦˥ . j aʔ ˦˥
โนเนม	n oː ˧ . n eː m ˧
หญ้าทะเล	j aː ˥˩ . tʰ a ˦˥ . l eː ˧
ปิดหีบ	p i t̚ ˨˩ . h iː p̚ ˨˩
ซ้ำเติม	s a m ˦˥ . t ɤː m ˧
คล้าย	kʰ l aːj ˦˥
ภาษาต่างประเทศ	pʰ aː ˧ . s aː ˩˩˦ . t aː ŋ ˨˩ . p r a ˨˩ . tʰ eː t̚ ˥˩
ทัมบ์ไดรฟ์	tʰ a m ˦˥ . d r aj ˦˥
มะปราง	m a ˦˥ . p r aː ŋ ˧
สาฬุระ	s aː ˩˩˦ . l u ˦˥ . r aʔ ˦˥
ลงตัว	l o ŋ ˧ . t ua̯ ˧
คตินิยมเชื้อชาติ	kʰ a ˦˥ . t i ˨˩ . n i ˦˥ . j o m ˧ . t͡ɕʰ ɯa̯ ˦˥ . t͡ɕʰ aː t̚ ˥˩
ยึดอำนาจ	j ɯ t̚ ˦˥ . ʔ a m ˧ . n aː t̚ ˥˩
